"Label","Id","Umlscui","Created","ModifiedDate","Synonym","Definition","ExampleImage","Abbrev","CurationStatus","Curator","Comment","EditorialNote","PublicationLink","DefiningCitation","Is part of","RelatedTo","Has role","SuperCategory","Title","Authors","PublicationDate","PublicationName","JournalVolume","JournalNumber","Pages","Figure","Table","RetrievedOn","PMID","DOI","ISBN","PublicationLink (NIF)","Seperator1","CellSomaShape","CellSomaSize","Located in","Polarity","DendriteLocation","NumberOfPrimaryDendrites","SpineDensityOnDendrites","DendriteThickness","BranchingMetrics","AxonLength","OriginOfAxon","LocationOfAxonArborization","CellularSynapticTarget","SubcellularSynapticTarget","Neurotransmitter","DefiningCriteria (PETILLA)","MolecularConstituents","LacksMolecularConstituents","PassiveSubthresholdParameters","FiringPatterns","SpikingFeatures","SynapticPhysiology","DendritePartonomy","ApicalPartonomy","ApicalObliqueLocation","ApicalTrunkLocation","ApicalLocation","BasalLocation","ProximalLocation","DistalLocation","AxonPartonomy","AxonLocation","AxonTerminalLocation","DendriteShape","DendriteSize","ApicalSize","BasalSize","SomaOrientation","DendriteOrientation","AxonOrientation","SomaUltrastructure","DendriteUltrastructure","ApicalUltrastructure","BasalUltrastructure","ProximalUltrastructure","DistalUltrastructure","AxonUltrastructure","Organism (PETILLA)","Species","AxonShape"
"OLQVL","","","","","","Neurons of outer labial lateral sensilla, ciliated endings with striated rootlets.","","","","","When worms are touched on either the dorsal or ventral sides of their nose with an eyelash, they interrupt the normal pattern of foraging and undergo an aversive head-withdrawal reflex. This simple reflex is mediated by two classes of mechanosensory neurons (OLQ and IL1) and their synaptic targets, the RMD motor neurons. Killing any of these cells, alone or in combination, diminishes the head withdrawal reflex. IL1, OLQ, and RMD also regulate spontaneous foraging movements. Laser operated animals lacking IL1 and OLQ forage abnormally slowly and make exaggerated dorsal and ventral nose turns (Hart et al., 1995; Kaplan and Driscoll, 1997; Goodman, 2006).","","","","","","Sensory neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","Glutamate. Expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: Express mammalian capsaicin receptor-like channel protein OSM-9 (Colbert et al., 1997). Express osm-9/capsaicin receptor related TRPV protein, OCR-4 (Tobin et al., 2002). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"OLQVR","","","","","","Neurons of outer labial lateral sensilla, ciliated endings with striated rootlets.","","","","","When worms are touched on either the dorsal or ventral sides of their nose with an eyelash, they interrupt the normal pattern of foraging and undergo an aversive head-withdrawal reflex. This simple reflex is mediated by two classes of mechanosensory neurons (OLQ and IL1) and their synaptic targets, the RMD motor neurons. Killing any of these cells, alone or in combination, diminishes the head withdrawal reflex. IL1, OLQ, and RMD also regulate spontaneous foraging movements. Laser operated animals lacking IL1 and OLQ forage abnormally slowly and make exaggerated dorsal and ventral nose turns (Hart et al., 1995; Kaplan and Driscoll, 1997; Goodman, 2006).","","","","","","Sensory neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","Glutamate. Expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: Express mammalian capsaicin receptor-like channel protein OSM-9 (Colbert et al., 1997). Express osm-9/capsaicin receptor related TRPV protein, OCR-4 (Tobin et al., 2002). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PDA","","","","","","During the second larval stage (L2), the rectal epithelial cell Y withdraws from the epithelium, migrates anterodorsally, and then becomes the PDA neuron through a transdifferentiation event while P12.pa, born at the end of the L1 stage just anterior to the position of Y, replaces Y in the rectum, completing the toroid with B epithelial cell. (Sulston and Horvitz 1977).
 In male, Y divides and the anterior daughter becomes PDA. The dorsal cord process of PDA ends in the posterior part of the body (O. Hobert, pers. comm.). Hermaphrodites and males exhibit some differences in PDA connectivity.","","","","","Innervates posterior dorsal body wall muscles.","","","","","","Sensory - motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Preanal ganglion","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Expresses an excitatory GABA receptor subunit, EXP-1 (Beg and Jorgensen, 2003, also pers. comm.). Expresses UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PDB","","","","","","Motor neuron. Born postembryonically. Sends process towards tail which turn around and join dorsal cord.","","","","","Innervates posterior dorsal body wall muscles.","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Preanal ganglion","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Expresses UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PDEL","","","","","","Posterior deirids, postembryonically born. Sensory receptors located next to dorsal body wall muscle along the lateral side of the posterior body.","","","","","When well-fed C. elegans hermaphrodites are washed clean of bacteria and then reintroduced to the bacterial lawn, they move more slowly than when transferred to an environment without bacteria. This behavior is described as ""basal slowing response"". The three classes of dopaminergic neurons (CEPs, ADEs, and PDEs) function redundantly to sense the mechanosensory stimulus from bacteria and mediate the motor circuit to control this behavioral change (Sawin et al., 2000).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Posterior half of the body","","","","","","","","","","","","Dopamine. Express TH, CAT-2 (Lints and Emmons, 1999).","","Innexin Expression:    Receptor Expression: Express the dopamine receptor DOP-2 (Suo et al., 2003 ).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PDER","","","","","","Posterior deirids, postembryonically born. Sensory receptors located next to dorsal body wall muscle along the lateral side of the posterior body.","","","","","When well-fed C. elegans hermaphrodites are washed clean of bacteria and then reintroduced to the bacterial lawn, they move more slowly than when transferred to an environment without bacteria. This behavior is described as ""basal slowing response"". The three classes of dopaminergic neurons (CEPs, ADEs, and PDEs) function redundantly to sense the mechanosensory stimulus from bacteria and mediate the motor circuit to control this behavioral change (Sawin et al., 2000).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Posterior half of the body","","","","","","","","","","","","Dopamine. Express TH, CAT-2 (Lints and Emmons, 1999).","","Innexin Expression:    Receptor Expression: Express the dopamine receptor DOP-2 (Suo et al., 2003 ).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PHAL","","","","","","Phasmid neurons, chemosensory","","","","","Express neuropeptide-like proteins, NLP-7 and NLP-14 (Nathoo et al., 2001).
Function: Modulate chemorepulsion behavior in worms (Hilliard et al., 2002).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Left lumbar ganglia","","","","","","","","","","","","Express neuropeptide-like proteins, NLP-7 and NLP-14 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Expresses orphan receptor (chemosensory/odorant?) guanylyl cyclase, GCY-12 (Yu et al., 1997). Express TRPV channel proteins, OSM-9 (Colbert et al., 1997) and OCR-2 (Tobin et al., 2002). Express G protein-coupled serpentine receptors, SRG-13 and SRB-6 (Troemel et al., 1995). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PHAR","","","","","","Phasmid neurons, chemosensory","","","","","Express neuropeptide-like proteins, NLP-7 and NLP-14 (Nathoo et al., 2001).
Function: Modulate chemorepulsion behavior in worms (Hilliard et al., 2002).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Right lumbar ganglia","","","","","","","","","","","","Express neuropeptide-like proteins, NLP-7 and NLP-14 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Expresses orphan receptor (chemosensory/odorant?) guanylyl cyclase, GCY-12 (Yu et al., 1997). Express TRPV channel proteins, OSM-9 (Colbert et al., 1997) and OCR-2 (Tobin et al., 2002). Express G protein-coupled serpentine receptors, SRG-13 and SRB-6 (Troemel et al., 1995). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PHBL","","","","","","Phasmid neurons, chemosensory","","","","","Modulate chemorepulsion behavior in worms (Hilliard et al., 2002).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Left lumbar ganglia","","","","","","","","","","","","Serotonin, based on serotonin immunoreactivity (Sawin et al., 2000). Express neuropeptide-like protein, NLP-1 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express TRPV channel proteins, OSM-9 (Colbert et al., 1997) and OCR-2 (Tobin et al., 2002). Express G protein-coupled serpentine receptor, SRB-6 (Troemel et al., 1995). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PHBR","","","","","","Phasmid neurons, chemosensory","","","","","Modulate chemorepulsion behavior in worms (Hilliard et al., 2002).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Right lumbar ganglia","","","","","","","","","","","","Serotonin, based on serotonin immunoreactivity (Sawin et al., 2000). Express neuropeptide-like protein, NLP-1 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express TRPV channel proteins, OSM-9 (Colbert et al., 1997) and OCR-2 (Tobin et al., 2002). Express G protein-coupled serpentine receptor, SRB-6 (Troemel et al., 1995). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PHCL","","","","","","Neuron, striated rootlet in male, possibly sensory in tail spike","","","","","Mechanosensory","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Left lumbar ganglia","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express the dopamine receptor DOP-1 (Sanyal et al., 2004).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"PHCR","","","","","","Neuron, striated rootlet in male, possibly sensory in tail spike","","","","","Mechanosensory","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Right lumbar ganglia","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express the dopamine receptor DOP-1 (Sanyal et al., 2004).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
